Tool_A_CD,Tool_B_CD
10.248357076505616,11.01467241620897
9.930867849414408,11.136470715820941
10.323844269050346,11.449830745905167
10.761514928204013,11.432281231220943
9.882923312638333,9.973398379225745
9.88293152152541,10.237304976050927
10.789606407753695,11.109021160325197
10.383717364576455,11.108271570547325
9.765262807032524,11.109028611783629
10.271280021792982,13.111638894392833
9.768291153593768,11.1425343064159
9.76713512321487,11.48133938410836
10.120981135783017,11.372401058095923
9.0433598776711,11.190834750783479
9.137541083743484,10.610838453215793
9.718856235379514,11.255381532295962
9.493584439832787,10.336304871277457
10.157123666297636,10.657908835955995
9.545987962239394,10.508781871302538
9.293848149332355,10.849124483631794
10.732824384460777,12.188795140004105
9.887111849756732,9.679640884444952
10.033764102343962,11.211756114224709
9.287625906893272,9.83237047728621
9.72780863773741,10.51684088052634
10.055461294854933,11.45337035818042
9.42450321128885,10.838568011457278
10.187849009172837,10.153353133242417
9.699680655040597,10.37081777444402
9.854153125103362,11.207758649360807
9.699146693885302,10.361780020969718
10.926139092254468,10.929875153749185
9.993251387631034,10.827343103942288
9.47114453552205,10.409039791436511
10.411272456051595,12.086366453595197
9.389578175014488,11.180351413390808
10.104431797502377,9.584914448005437
9.020164938060113,10.911872588861657
9.335906975550785,10.402928121138968
10.09843061793456,11.311460000877736
10.369233289997705,10.32448755694038
10.085684140594985,10.73115813511986
9.94217585880588,11.102992367388275
9.849448152205355,11.319453116502073
9.260739004816287,10.079822155766536
9.640077895802646,10.599299258495432
9.769680614520107,10.515032813303428
10.528561113109458,10.408002460455773
10.17180914478423,11.85927254416866
9.118479922318633,11.042989026576574
10.162041984697398,10.043469627398974
9.807458859791842,11.350717168232867
9.661538999847021,12.07329371820758
10.305838144420434,11.41947915633069
10.515499761247975,9.888378020427593
10.4656400595581,10.50945955628025
9.58039123838868,11.560146689511974
9.845393812074393,10.375398320628733
10.165631715701782,11.066291656887739
10.48777256356118,11.264780432057602
9.760412881077356,10.24384171705315
9.907170511668092,10.764284786362921
9.446832512996986,8.855239595958556
9.401896687959665,10.185367415199426
10.4062629111971,10.648459109164104
10.678120014285412,10.051330090821091
9.963994939209833,11.779446782358981
10.501766448946013,9.941915173223622
10.180818012523817,10.535973307981811
9.677440122697439,10.878444346371655
10.180697802754207,11.66476397343967
10.769018283232985,9.938482709292337
9.982086980445024,11.497898251292977
10.782321827907003,10.806139836611752
8.690127447955128,10.21109480937123
10.410951252187612,11.077262084557963
10.043523534119085,10.919435817344082
9.850496324767066,10.439869873704724
10.04588038826775,10.841881250994012
9.006215542699554,10.568811841882944
9.890164056081243,10.86811040715075
10.178556285755873,11.197278404712629
10.738947022370757,11.751610089687212
9.740864890863175,10.05731070070389
9.595753198553407,12.079820024793761
9.749121478207732,9.6287473202865
10.457701058851036,10.70892894297865
10.164375554829842,11.152990323890746
9.73511989811648,10.96859512064102
10.256633716556678,10.426380288107644
10.04853877467402,10.675126649785636
10.484322495266445,10.504199439204701
9.648973453061323,10.446381145833474
9.836168926701117,11.309761258212616
9.803945923433922,11.014209291579029
